DepartmentID,BusinessName,Status
D03415338,SONS OF MAN INC.,Forfeited
T00261989,SONS OF MARYLAND ENTERPRISES,Forfeited
W11908852,"SONS OF MARYLAND ENTERPRISES, LLC",Forfeited
D13022256,SONS OF MARY MOTHER OF MERCY,Active
D11394244,SONS OF NOAH INC.,Active
F00007153,SONS OF NORWAY,Forfeited
D11959814,SONS OF OTIS AUTO REPAIR INC,Revived
D04757357,"SON'S OF OTIS AUTO REPAIR SHOP, INC.",Forfeited
D16412462,"SONS OF PI EPSILON, INC.",Forfeited
W13755475,"SONS OF THE RADIO, LLC",Forfeited
D07628530,"SONS OF SELF MADE MAN, INC.",Forfeited
D10575850,"SONS OF SOLOMON, INC.",Forfeited
D00484816,"SONS OF SOLOMON BOYS' CLUB, INCORPORATED",Forfeited
T00116022,SONS OF SOUL,Forfeited
D05075247,"SONS OF SOUL, LTD.",Forfeited
W18424796,SON'S OF STARKS TRUCKING LLC,Active
L18326462,SONS OF STARKS TRUCKING CO.,Active
D04387130,"SONS OF STRAFDEGA, INC.",Forfeited
T00215027,SONS OF THE SUN,Forfeited
T00172461,SONS OF THUNDER,Active
W14658173,SONS OF THUNDER L.L.C.,Forfeited
D18961383,"SONS OF THUNDER BIKE BUILDERS, INC.",Incorporated
T00131307,SONS OF THUNDER CONSTRUCTION,Forfeited
D06806137,SONS OF THUNDER MINISTRIES OF FAITH,Active
T00189269,SONS OF THUNDER PRODUCTIONS,Forfeited
T00136828,SONS OF VIRTUE,Forfeited
D05615026,SONS OF VIRTUE INC.,Forfeited
F20025276,SONS OF YISSAKHAR INC AKA SONS OF YISSAKHAR,Incorporated
D16977043,SONS OF ZADOK 222 INC.,Forfeited
D10701894,"SON-SON, INC.",Incorporated
T00226284,SON-SON TAVERN & LIQUOR STORE,Forfeited
T00334029,SON-SON TAVERN & LIQUOR STORE,Forfeited
L05291786,"SON, SOO J.",Inactive
W12156337,"SONSOURCE ASSOCIATES, LLC",Forfeited
W12989752,"SON'S PAINTING, LLC",Forfeited
L17085044,SONS PAINTING,Active
D02162444,"SON'S PAINTING CONTRACTORS, INC.",Forfeited
T00462667,SONSPIRED TRAVEL,Active
Z16266793,SONSPIRE ENTERPRISES LLC,Forfeited
W16786873,"SONS & PJ MANAGEMENT, LLC",Active
D01544287,"SON'SPOT MINISTRIES, INCORPORATED",Incorporated
D02169571,THE SONS-PROP CORPORATION,Forfeited
F04531729,SON'S QUALITY FOOD COMPANY,Incorporated
W14191464,"SON'S QUALITY FOOD COMPANY, LLC",Forfeited
D03263712,"SON'S SERVICE, INC.",Forfeited
D03106671,SON'S TAILOR INC.,Incorporated
W11802659,SONSTEGARD REALTY L.L.C.,Forfeited
F01235407,"SONSTEK CAPITAL CITY CONSTRUCTION COMPANY, INC.",Forfeited
T00139050,"SON'S TREE, LAWN & GARDEN SERVICE",Forfeited
L05707112,"SON'S TREE, LAWN & GARDEN SERVICE",Active
T00082103,"SON'S TREES, LAWN & GARDEN SERVICE",Forfeited
T00218117,"SON'S TREES, LAWN & GARDEN SERVICE",Active
W20035846,SON SUN LLC,Active
D04119087,SON'S UPHOLSTERY CORPORATION,Incorporated
W15281215,"SONSWEET, LLC",Dissolved
D02120582,"SON SYSTEMS, INC.",Forfeited
W14557862,SONS 5464 LLC,Forfeited
