"Entity#","Name","Type","Filing Date","Exp. Date","Status","Location","County","State","View Report"
"825281","DONALD W. PETERS & SON, INC.","CORPORATION FOR PROFIT","08/03/1992","-","Active","MORROW","WARREN","OHIO","SHOW DETAILS"
"1282219","DONES & SON CO. LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/20/2001","-","Dead","--","-","-","SHOW DETAILS"
"1153980","DONNAKER AND SON HOME IMPROVEMENT LIMITED","DOMESTIC LIMITED LIABILITY COMPANY","05/04/2000","-","Active","--","-","-","SHOW DETAILS"
"2066356","DORAL STEEL, A DIVISION OF SAMUEL, SON & CO. INC.","FICTITIOUS NAMES","12/05/2011","12/05/2016","Cancelled","--","-","-","SHOW DETAILS"
"1612606","DOTSON AND SON PAINTING, INC.","CORPORATION FOR PROFIT","03/30/2006","-","Active","DELAWARE-","DELAWARE","-","SHOW DETAILS"
"2278540","DOUBLE D. & SON RENTALS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/17/2014","-","Active","--","-","-","SHOW DETAILS"
"1227834","DOUG WALKER & SON AGENCY, INC.","FOREIGN CORPORATION","04/19/2001","-","Cancelled","-","-","INDIANA","SHOW DETAILS"
"1318517","DOWNEY AND SON LAWNCARE","REGISTERED TRADE NAME","05/15/2002","05/15/2007","Cancelled","--","-","-","SHOW DETAILS"
"4292100","DRAKE AND SON AUTO REPAIR LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/08/2019","-","Active","--","-","-","SHOW DETAILS"
"969882","DROP THE GUNS/TRY THE SON K.O.G. AGAINST GUN VIOLENCE","CORPORATION FOR NON-PROFIT","03/03/1997","12/05/2006","Cancelled","LORAIN","LORAIN","OHIO","SHOW DETAILS"
"587767","DUBRO & SON, INC.","CORPORATION FOR PROFIT","01/04/1982","-","Cancelled","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"1530200","DUDLEY AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/21/2005","-","Active","--","-","-","SHOW DETAILS"
"477370","DUFFY & SON, INC.","CORPORATION FOR PROFIT","02/12/1976","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"3944074","DUFFY & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/26/2016","-","Active","--","-","-","SHOW DETAILS"
"390058","DUKES & SON, INC.","CORPORATION FOR PROFIT","10/24/1969","-","Dead","FINDLAY","HANCOCK","OHIO","SHOW DETAILS"
"4356825","DUNN AND SON HOME IMPROVEMENT","FICTITIOUS NAMES","07/11/2019","07/11/2024","Active","--","-","-","SHOW DETAILS"
"742898","DUSENBURY AND SON PIANO SHOP, INC.","CORPORATION FOR PROFIT","02/13/1989","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"4282827","DW GREEN & SON SADDLERY & FINE LEATHER","FICTITIOUS NAMES","01/22/2019","01/22/2024","Active","--","-","-","SHOW DETAILS"
"1038587","DYER & SON POURED WALLS, INC.","CORPORATION FOR PROFIT","10/21/1998","-","Active","HAMILTON-","BUTLER","-","SHOW DETAILS"
"1578652","E W & SON ELECTRIC, INC.","CORPORATION FOR PROFIT","11/01/2005","-","Dead","WICKLIFFE-","LAKE","-","SHOW DETAILS"
"538396","E. A. CONDO AND SON, INC.","CORPORATION FOR PROFIT","07/05/1979","-","Dead","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"269206","E. A. TAYLOR AND SON, INC.","CORPORATION FOR PROFIT","02/13/1958","-","Active","NEW LEXINGTON","PERRY","OHIO","SHOW DETAILS"
"492923","E. E. MILLER & SON, INC.","CORPORATION FOR PROFIT","01/31/1977","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"294571","E. F. BOYD & SON, INC.","CORPORATION FOR PROFIT","10/07/1960","-","Active","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"RN94753","E. HUTTENBAUER & SON","REGISTERED TRADE NAME","09/08/1986","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"599161","E. HUTTENBAUER & SON, INC.","CORPORATION FOR PROFIT","08/11/1982","12/29/1997","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"527627","E. J. & SON GENERAL CONTRACTOR, INC.","CORPORATION FOR PROFIT","12/22/1978","-","Cancelled","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"716712","E. JAIME AND SON, INC.","CORPORATION FOR PROFIT","01/19/1988","-","Cancelled","MCCONNELSVILLE","MORGAN","OHIO","SHOW DETAILS"
"FN5991","E. JENKINS & SON","FICTITIOUS NAMES","12/06/1978","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"RN43066","E. KLEIN & SON","REGISTERED TRADE NAME","09/01/1976","-","Dead","-","Conversion","-","SHOW DETAILS"
"253315","E. L. SMITH & SON, INC.","CORPORATION FOR PROFIT","02/24/1956","-","Dead","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"405695","E. M. SMITH AND SON TRAVEL TRAILER SALES, INC.","CORPORATION FOR PROFIT","01/04/1971","-","Dead","OREGON","LUCAS","OHIO","SHOW DETAILS"
"462781","E. R. SNOW & SON, INC.","CORPORATION FOR PROFIT","01/30/1975","-","Cancelled","BATH TOWNSHIP","SUMMIT","OHIO","SHOW DETAILS"
"488473","E. RITCHIE & SON INC.","CORPORATION FOR PROFIT","10/21/1976","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"486228","E. SHUTTLESWORTH & SON, INC.","CORPORATION FOR PROFIT","08/31/1976","-","Cancelled","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"1505547","E.E. AUSTIN & SON, INC.","FOREIGN CORPORATION","11/30/2004","-","Active","-","-","PENNSYLVANIA","SHOW DETAILS"
"411744","E.G. PICKARD & SON, INC.","CORPORATION FOR PROFIT","06/14/1971","-","Active","PARMA","CUYAHOGA","OHIO","SHOW DETAILS"
"196062","E.J. GRIFFITHS & SON, INC.","CORPORATION FOR PROFIT","07/01/1946","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"602807","E.J. SON ENTERPRISES INC.","CORPORATION FOR PROFIT","10/26/1982","-","Cancelled","CENTERVILLE","MONTGOMERY","OHIO","SHOW DETAILS"
"1160973","EARTH AND SON NUTRITIONAL OUTLET, ETC, ETC.","REGISTERED TRADE NAME","04/05/2000","04/05/2005","Cancelled","--","-","-","SHOW DETAILS"
"4328153","EASTER AND SON TRANSPORT LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/28/2019","-","Active","--","-","-","SHOW DETAILS"
"230394","EBENHACK & SON INC.","CORPORATION FOR PROFIT","11/01/1952","-","Cancelled","CHILLICOTHE","ROSS","OHIO","SHOW DETAILS"
"2173031","EBSCH AND SON PAINTING","REGISTERED TRADE NAME","02/11/2013","02/11/2018","Cancelled","--","-","-","SHOW DETAILS"
"1408525","ED & SON ENTERPRISES, LLC.","DOMESTIC LIMITED LIABILITY COMPANY","08/29/2003","-","Active","--","-","-","SHOW DETAILS"
"645463","ED BRINKMAN & SON, INC.","CORPORATION FOR PROFIT","12/06/1984","-","Active","FINDLAY","HANCOCK","OHIO","SHOW DETAILS"
"763552","ED SCHORY & SON BLOCK COMPANY","CORPORATION FOR PROFIT","12/28/1989","-","Dead","LOUISVILLE","STARK","OHIO","SHOW DETAILS"
"328944","ED SCHORY & SON CO.","CORPORATION FOR PROFIT","04/01/1964","-","Active","NIMISHILLEN TOWNSHIP","STARK","OHIO","SHOW DETAILS"
"676463","ED WILSON & SON TRUCKING, INC.","CORPORATION FOR PROFIT","04/21/1986","-","Active","SPRINGFIELD TWP.","MAHONING","OHIO","SHOW DETAILS"
"283745","EDGAR H. SMITH & SON, INC.","CORPORATION FOR PROFIT","09/02/1959","-","Active","TROY","MIAMI","OHIO","SHOW DETAILS"
"537550","EDITH NEWMAN & SON, INC.","CORPORATION FOR PROFIT","06/21/1979","-","Dead","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"431124","EDWARD ROBBINS & SON REALTY CO.","CORPORATION FOR PROFIT","10/24/1972","-","Active","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"595533","EDWARD W. BADSTUBER & SON, INC.","CORPORATION FOR PROFIT","06/07/1982","-","Active","ROCKY RIVER","CUYAHOGA","OHIO","SHOW DETAILS"
"1123900","EDWARDS & SON CONTRACTING CO., INC.","CORPORATION FOR PROFIT","12/06/1999","-","Active","KINGSTON-","ROSS","-","SHOW DETAILS"
"1029116","EDWARDS AND SON SERVICE INC.","CORPORATION FOR PROFIT","09/04/1998","-","Active","CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"1673998","EDWARDS CONSTRUCTION & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/25/2007","-","Active","--","-","-","SHOW DETAILS"
"759580","EIHINGER & SON RETROFITTING, INC.","CORPORATION FOR PROFIT","10/25/1989","-","Cancelled","NORTON","SUMMIT","OHIO","SHOW DETAILS"
"1427584","ELDRIDGE & SON COLLISION, INC.","CORPORATION FOR PROFIT","12/05/2003","-","Active","SIDNEY-","SHELBY","-","SHOW DETAILS"
"926403","ELLIS & SON CONCRETE, INC.","CORPORATION FOR PROFIT","12/22/1995","-","Active","ALLIANCE","STARK","OHIO","SHOW DETAILS"
"267117","ELMER C. SCHOTT & SON, INC.","CORPORATION FOR PROFIT","10/31/1957","-","Dead","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"496744","ELMO WATERS AND SON CONSTRUCTION COMPANY, INC.","CORPORATION FOR PROFIT","04/20/1977","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"FN2428","ELSASS & SON * THE HOUSE OF ASSURANCE","FICTITIOUS NAMES","01/19/1978","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"1496308","ELSASS & SON INSURANCE","REGISTERED TRADE NAME","10/20/2004","10/20/2009","Cancelled","--","-","-","SHOW DETAILS"
"1393037","ELSBROCK AND SON HOME INSPECTIONS LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/09/2003","06/09/2028","Active","--","-","-","SHOW DETAILS"
"2344666","ENGLAND AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/19/2014","-","Active","--","-","-","SHOW DETAILS"
"1748788","ERAMO & SON MASONRY CONSTRUCTION INC:","CORPORATION FOR PROFIT","01/02/2008","-","Active","CANAL WINCHESTER-","FAIRFIELD","-","SHOW DETAILS"
"2109241","ERIC & SON SERVICE'S","REGISTERED TRADE NAME","05/18/2012","05/18/2017","Cancelled","--","-","-","SHOW DETAILS"
"768793","ERNST WINTER & SON, INC.","FOREIGN CORPORATION","03/14/1990","-","Dead","-","-","SOUTH CAROLINA","SHOW DETAILS"
"394267","EUGENE W. HOMMON & SON INC.","CORPORATION FOR PROFIT","02/16/1970","-","Active","PLAIN CITY","MADISON","OHIO","SHOW DETAILS"
"604374","EULINBERG AND SON PLUMBING CO., INC.","CORPORATION FOR PROFIT","11/29/1982","-","Cancelled","SOLON","CUYAHOGA","OHIO","SHOW DETAILS"
"4009425","EVANS & SON PAINTNG AND CLEANING PROFESSIONALS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/22/2017","-","Active","--","-","-","SHOW DETAILS"
"405173","EVERETT L. HARPER & SON, INC.","FOREIGN CORPORATION","12/23/1970","-","Active","-","-","WEST VIRGINIA","SHOW DETAILS"
"RN55003","EVERYTHING UNDER THE SON","REGISTERED TRADE NAME","11/30/1979","11/30/1999","Cancelled","--","-","-","SHOW DETAILS"
"1962238","EVERYTHING UNDER THE SON CONSTRUCTION LLC.","DOMESTIC LIMITED LIABILITY COMPANY","09/09/2010","-","Active","--","-","-","SHOW DETAILS"
"1932420","EVERYTHING UNDER THE SON GIFTS LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/23/2010","-","Active","--","-","-","SHOW DETAILS"
"1028339","EVERYTHING UNDER THE SON, INC.","CORPORATION FOR PROFIT","09/01/1998","-","Active","COLUMBUS-","FRANKLIN","-","SHOW DETAILS"
"1314362","EWING AND SON FARMS, L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","04/24/2002","-","Active","--","-","-","SHOW DETAILS"
"888524","EZELL AND SON TRUCKING, INC.","CORPORATION FOR PROFIT","12/07/1994","-","Cancelled","ELYRIA","LORAIN","OHIO","SHOW DETAILS"
"662865","EZSOL & SON MAINTENANCE, INC.","CORPORATION FOR PROFIT","09/16/1985","-","Dead","OXFORD","BUTLER","OHIO","SHOW DETAILS"
"2173356","F A JOHNSON & SON HOME IMPROVEMENT","FICTITIOUS NAMES","02/11/2013","02/11/2018","Cancelled","--","-","-","SHOW DETAILS"
"1793247","F FREDERICK BREUNINGER & SON INSURANCE, INC","FOREIGN CORPORATION","07/14/2008","-","Active","-","-","PENNSYLVANIA","SHOW DETAILS"
"232746","F. & SON LIQUIDATING CORP.","CORPORATION FOR PROFIT","03/23/1953","-","Dead","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"458467","F. CHILDRESS & SON, INC.","CORPORATION FOR PROFIT","09/30/1974","-","Cancelled","AMHERST","LORAIN","OHIO","SHOW DETAILS"
"475369","F. J. LAUBIS & SON, INC.","CORPORATION FOR PROFIT","12/30/1975","-","Cancelled","KENTON (DUDLEY TWP.)","HARDIN","OHIO","SHOW DETAILS"
"920940","F. JONES & SON, INC.","CORPORATION FOR PROFIT","10/23/1995","-","Active","OLMSTED FALLS","CUYAHOGA","OHIO","SHOW DETAILS"
"226074","F. KIRCHNER & SON CO.","CORPORATION FOR PROFIT","01/09/1952","-","Dead","HARRISON","HAMILTON","OHIO","SHOW DETAILS"
"374256","F.A. CATALANO & SON, INC","CORPORATION FOR PROFIT","08/01/1968","-","Cancelled","NORTHFIELD","SUMMIT","OHIO","SHOW DETAILS"
"3868467","FABIANO AND SON MEDIA SERVICES LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/22/2016","-","Active","--","-","-","SHOW DETAILS"
"3979256","FAETH & SON PLUMBING LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/13/2017","-","Active","--","-","-","SHOW DETAILS"
"4176135","FALL & SON CONTAINER SERVICE, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/24/2018","-","Active","--","-","-","SHOW DETAILS"
"4176136","FALL & SON CONTAINER SERVICE, LLC","REGISTERED TRADE NAME","04/24/2018","04/24/2023","Active","--","-","-","SHOW DETAILS"
"903691","FANTOZZI & SON, GENERAL CONTRACTOR, INCORPORATED","CORPORATION FOR PROFIT","05/01/1995","-","Active","LYNDHURST","CUYAHOGA","OHIO","SHOW DETAILS"
"2237119","FARIA & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/10/2013","-","Active","--","-","-","SHOW DETAILS"
"1853527","FARLEIGH & SON PAINTING","FICTITIOUS NAMES","04/27/2009","04/27/2014","Cancelled","--","-","-","SHOW DETAILS"
"538936","FARRELL & SON, INC.","CORPORATION FOR PROFIT","07/16/1979","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1179317","FATHER & SON BUILDING AND REMOLDING LTD.","DOMESTIC LIMITED LIABILITY COMPANY","08/31/2000","09/08/2030","Active","--","-","-","SHOW DETAILS"
"727817","FATHER & SON CHARTER CORPORATION","CORPORATION FOR PROFIT","06/27/1988","-","Cancelled","MILLBURY","OTTAWA","OHIO","SHOW DETAILS"
"2137802","FATHER & SON CHEFS LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/20/2012","-","Active","--","-","-","SHOW DETAILS"
"609200","FATHER & SON CONSTRUCTION CO OF OHIO","CORPORATION FOR PROFIT","02/18/1983","-","Dead","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"615290","FATHER & SON CONSTRUCTION COMPANY OF TOLEDO, INC.","CORPORATION FOR PROFIT","06/15/1983","-","Cancelled","SYLVANIA","LUCAS","OHIO","SHOW DETAILS"
"4092167","FATHER & SON CONSTRUCTION CORP","FOREIGN CORPORATION","11/03/2017","-","Active","-","-","NEW JERSEY","SHOW DETAILS"
"1830560","FATHER & SON ENTERPRISES INC","CORPORATION FOR PROFIT","01/20/2009","-","Active","MAPLE HTS.-","CUYAHOGA","-","SHOW DETAILS"
"4394802","FATHER & SON F&S","REGISTERED TRADE NAME","10/21/2019","10/21/2024","Active","--","-","-","SHOW DETAILS"
"2026934","FATHER & SON HANDYMEN LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/09/2011","06/09/2110","Active","--","-","-","SHOW DETAILS"
"4091146","FATHER & SON HOLDINGS, L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","10/31/2017","-","Active","--","-","-","SHOW DETAILS"
"FN55471","FATHER & SON HOME IMPROVEMENT","FICTITIOUS NAMES","09/05/1991","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"337528","FATHER & SON HUNTING CLUB, INC.","CORPORATION FOR NON-PROFIT","02/09/1965","01/11/2022","Active","CANTON","STARK","OHIO","SHOW DETAILS"
"1988840","FATHER & SON INVESTMENT HOLDINGS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/07/2011","-","Active","--","-","-","SHOW DETAILS"
"1217622","FATHER & SON LANDSCAPE AND PATIO CONCEPTS","REGISTERED TRADE NAME","02/26/2001","02/26/2006","Cancelled","--","-","-","SHOW DETAILS"
"1078304","FATHER & SON LEARNING, INC.","CORPORATION FOR NON-PROFIT","05/16/1999","05/16/2004","Cancelled","CINCINNATI-","HAMILTON","-","SHOW DETAILS"
"1484126","FATHER & SON LTD","DOMESTIC LIMITED LIABILITY COMPANY","08/19/2004","-","Dead","--","-","-","SHOW DETAILS"
"1833085","FATHER & SON MANAGEMENT GROUP LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/01/2009","-","Active","--","-","-","SHOW DETAILS"
"FN65562","FATHER & SON PAINTING","FICTITIOUS NAMES","03/21/1994","03/21/1999","Cancelled","--","-","-","SHOW DETAILS"
"2352877","FATHER & SON PHARMACEUTICALS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/22/2014","-","Active","--","-","-","SHOW DETAILS"
"RN86501","FATHER & SON PIZZARIA","REGISTERED TRADE NAME","09/03/1985","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"1639832","FATHER & SON PROPERTIES, LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/07/2006","-","Active","--","-","-","SHOW DETAILS"
"1285687","FATHER & SON PROPERTY MAINTENANCE, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/04/2002","-","Active","--","-","-","SHOW DETAILS"
"2306251","FATHER & SON QUALITY RENTAL LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/25/2014","-","Active","--","-","-","SHOW DETAILS"
"1857567","FATHER & SON REAL ESTATE, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/14/2009","-","Dead","--","-","-","SHOW DETAILS"
"744205","FATHER & SON REMODELING AND POOLS CO.","CORPORATION FOR PROFIT","02/27/1989","-","Cancelled","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"1403198","FATHER & SON SEPTIC INSTALLERS","REGISTERED TRADE NAME","08/01/2003","08/01/2013","Cancelled","--","-","-","SHOW DETAILS"
"1572572","FATHER & SON SEPTIC INSTALLERS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/28/2005","-","Active","--","-","-","SHOW DETAILS"
"4068682","FATHER & SON SEPTIC SERVICES LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/03/2017","-","Active","--","-","-","SHOW DETAILS"
"603233","FATHER & SON SHOE STORES CO.","FOREIGN CORPORATION","11/03/1982","-","Cancelled","-","-","DELAWARE","SHOW DETAILS"
"720624","FATHER & SON, INC.","CORPORATION FOR PROFIT","03/10/1988","-","Dead","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"4355006","FATHER 2 SON LAWN CARE LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/05/2019","-","Active","--","-","-","SHOW DETAILS"
"1884321","FATHER AND SON CONSTRUCTION","REGISTERED TRADE NAME","09/21/2009","09/21/2014","Cancelled","--","-","-","SHOW DETAILS"
"1887156","FATHER AND SON CONSULTATION","REGISTERED TRADE NAME","10/05/2009","10/05/2014","Cancelled","--","-","-","SHOW DETAILS"
"3953147","FATHER AND SON GOSPEL MISSION, INC.","CORPORATION FOR NON-PROFIT","10/24/2016","10/24/2021","Active","PICKERINGTON-","FAIRFIELD","-","SHOW DETAILS"
"2177899","FATHER AND SON HANDYMAN","FICTITIOUS NAMES","02/26/2013","02/26/2018","Cancelled","--","-","-","SHOW DETAILS"
"2068876","FATHER AND SON LANDSCAPING AND HOME MAINTENANCE, LLC.","DOMESTIC LIMITED LIABILITY COMPANY","01/01/2012","-","Active","--","-","-","SHOW DETAILS"
"1990149","FATHER AND SON LAWN CARE, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/13/2011","-","Active","--","-","-","SHOW DETAILS"
"1016254","FATHER AND SON PAINTING","REGISTERED TRADE NAME","05/12/1998","05/12/2018","Cancelled","--","-","-","SHOW DETAILS"
"4395943","FATHER AND SON RUBBER WHEELED DUMPSTERS LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/24/2019","-","Active","--","-","-","SHOW DETAILS"
"578721","FATHER AND SON SHOE STORES CO.","FOREIGN CORPORATION","07/20/1981","-","Dead","null","Conversion","DELAWARE","SHOW DETAILS"
"2262983","FATHER AND SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/14/2014","-","Active","--","-","-","SHOW DETAILS"
"RN150028","FATHER AND SON VENDING","REGISTERED TRADE NAME","10/11/1991","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"849785","FATHER AND SON, INC.","CORPORATION FOR PROFIT","07/19/1993","-","Cancelled","WILLOUGHBY","LAKE","OHIO","SHOW DETAILS"
"4366606","FATHER LIKE SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/08/2019","-","Active","--","-","-","SHOW DETAILS"
"1172688","FATHER TO SON COMMERCIAL CLEANING","REGISTERED TRADE NAME","07/10/2000","07/10/2005","Cancelled","--","-","-","SHOW DETAILS"
"3895392","FATHER ~ SON CONNECTION","REGISTERED TRADE NAME","04/25/2016","04/25/2021","Active","--","-","-","SHOW DETAILS"
"392299","FAULL & SON TOOL & DIE COMPANY","CORPORATION FOR PROFIT","12/30/1969","-","Cancelled","NILES","TRUMBULL","OHIO","SHOW DETAILS"
"1675471","FAULL & SON, LLC","FOREIGN LIMITED LIABILITY COMPANY","01/25/2007","-","Active","-","-","DELAWARE","SHOW DETAILS"
"2124876","FAUVER & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/26/2012","-","Active","--","-","-","SHOW DETAILS"
"868234","FEISTER & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","04/01/1994","-","Dead","WAPAKONETA","AUGLAIZE","OHIO","SHOW DETAILS"
"2299971","FERG & SON COMMERCIAL LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/02/2014","-","Active","--","-","-","SHOW DETAILS"
"1130153","FETTER AND SON FARMS LIMITED LIABILITY COMPANY","DOMESTIC LIMITED LIABILITY COMPANY","01/04/2000","-","Active","--","-","-","SHOW DETAILS"
"1244057","FETTER AND SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/27/2001","-","Active","--","-","-","SHOW DETAILS"
"369469","FIFER & SON, INC.","CORPORATION FOR PROFIT","03/04/1968","-","Dead","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"RN190417","FINISHING TOUCH AND SON","REGISTERED TRADE NAME","08/22/1994","08/22/1999","Cancelled","--","-","-","SHOW DETAILS"
"4326389","FINKEL CONSTRUCTION & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/01/2019","-","Active","--","-","-","SHOW DETAILS"
"1779427","FIORE + SON LANDSCAPING, LLC.","DOMESTIC LIMITED LIABILITY COMPANY","05/07/2008","-","Active","--","-","-","SHOW DETAILS"
"4305681","FISH AND SON INSURANCE","REGISTERED TRADE NAME","03/12/2019","03/12/2024","Active","--","-","-","SHOW DETAILS"
"444694","FISHER & SON, INC.","CORPORATION FOR PROFIT","09/28/1973","-","Cancelled","NEWARK","LICKING","OHIO","SHOW DETAILS"
"588449","FITZGERALD AND SON TRUCKING, INC.","CORPORATION FOR PROFIT","01/20/1982","-","Cancelled","ELYRIA","LORAIN","OHIO","SHOW DETAILS"
"654449","FLAGG & SON INTERNATIONAL, INC.","CORPORATION FOR PROFIT","05/07/1985","-","Active","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"RN208635","FLAGG AND SON","REGISTERED TRADE NAME","11/03/1995","11/03/2000","Cancelled","--","-","-","SHOW DETAILS"
"1121584","FLENER & SON TRUCKING, INC.","CORPORATION FOR PROFIT","10/12/1999","-","Cancelled","FREDERICKSBURG-","WAYNE","-","SHOW DETAILS"
"907220","FLORIO & SON CEMENT INC.","CORPORATION FOR PROFIT","06/08/1995","-","Active","NORTH ROYALTON","CUYAHOGA","OHIO","SHOW DETAILS"
"927853","FLORY & SON, INC.","CORPORATION FOR PROFIT","01/02/1996","-","Dead","APPLE CREEK","WAYNE","OHIO","SHOW DETAILS"
"442876","FLOWERS BY DICK AND SON, INC.","CORPORATION FOR PROFIT","08/08/1973","-","Active","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"211531","FLOYD P. BUCHER & SON, INC.","CORPORATION FOR PROFIT","01/27/1949","-","Dead","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"1714110","FLUECK $ SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/17/2007","-","Active","--","-","-","SHOW DETAILS"
"445528","FLUHARTY & SON CONSTRUCTION CO.","CORPORATION FOR PROFIT","10/23/1973","-","Dead","ALLIANCE","STARK","OHIO","SHOW DETAILS"
"1073264","FN JORDAN & SON, INC.","CORPORATION FOR PROFIT","03/29/1999","-","Cancelled","ALLIANCE-","STARK","-","SHOW DETAILS"
"1109921","FOA & SON CORP.","FOREIGN CORPORATION","09/27/1999","-","Cancelled","-","-","NEW YORK","SHOW DETAILS"
"462040","FOLLOW THE SON","CORPORATION FOR NON-PROFIT","01/10/1975","09/20/1985","Dead","SPRINGBORO","WARREN","OHIO","SHOW DETAILS"
"4265850","FOLLOW THE SON","REGISTERED TRADE NAME","12/11/2018","12/11/2023","Active","--","-","-","SHOW DETAILS"
"2283375","FOLMAR & SON, LLC.","DOMESTIC LIMITED LIABILITY COMPANY","04/02/2014","-","Active","--","-","-","SHOW DETAILS"
"1619044","FOOS & SON FUNERAL HOME","REGISTERED TRADE NAME","04/27/2006","04/27/2011","Dead","--","-","-","SHOW DETAILS"
"620055","FORD & SON ROOFING COMPANY","CORPORATION FOR PROFIT","09/07/1983","-","Active","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"410623","FORLINES AND SON CONTRACTORS, INC.","CORPORATION FOR PROFIT","05/14/1971","-","Active","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"1567158","FORTUNA & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/02/2005","-","Active","--","-","-","SHOW DETAILS"
"RN171568","FORTUNATE SON","REGISTERED TRADE NAME","05/04/1993","05/04/2008","Cancelled","--","-","-","SHOW DETAILS"
"985013","FORTUNATE SON 1 LIMITED PARTNERSHIP","LIMITED PARTNERSHIP","07/01/1997","-","Active","-","-","OHIO","SHOW DETAILS"
"2098735","FOSS AND SON L.L.C","REGISTERED TRADE NAME","04/09/2012","04/09/2017","Cancelled","--","-","-","SHOW DETAILS"
"2104861","FOSS AND SON L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","05/02/2012","-","Active","--","-","-","SHOW DETAILS"
